user_id,nickname,platform,gender,region
U20251000499,林,抖音,female,四川省
U20251000500,鑫,微信,male,台湾省
U20251000501,娟,抖音,male,湖南省
U20251000502,柳,微信,female,湖南省
U20251000503,雪梅,微信,female,辽宁省
U20251000504,倩,淘宝,male,河南省
U20251000505,霞,抖音,female,香港特别行政区
U20251000506,楠,淘宝,male,河南省
U20251000507,凯,抖音,male,浙江省
U20251000508,荣,抖音,female,吉林省
U20251000509,文,抖音,female,江苏省
U20251000510,雪梅,抖音,female,西藏自治区
U20251000511,淑珍,微信,male,辽宁省
U20251000512,倩,微信,male,上海市
U20251000513,淑珍,微信,female,内蒙古自治区
U20251000514,兰英,淘宝,female,浙江省
U20251000515,玲,淘宝,female,上海市
U20251000516,峰,微信,female,海南省
U20251000517,莹,微信,female,青海省
U20251000518,婷,微信,male,黑龙江省
U20251000519,杰,抖音,female,西藏自治区
U20251000520,莉,抖音,male,云南省
U20251000521,杰,抖音,female,湖南省
U20251000522,建平,抖音,female,海南省
U20251000523,建国,抖音,female,江西省
U20251000524,斌,淘宝,male,台湾省
U20251000525,成,抖音,male,青海省
U20251000526,楠,淘宝,male,天津市
U20251000527,凤英,淘宝,female,河南省
U20251000528,鹏,淘宝,female,内蒙古自治区
U20251000529,伟,淘宝,female,新疆维吾尔自治区
U20251000530,建平,淘宝,male,云南省
U20251000531,颖,微信,female,西藏自治区
U20251000532,文,抖音,male,台湾省
U20251000533,凤兰,微信,female,天津市
U20251000534,秀梅,微信,female,河北省
U20251000535,强,抖音,female,河北省
U20251000536,淑兰,微信,male,河北省
U20251000537,春梅,淘宝,female,澳门特别行政区
U20251000538,楠,淘宝,male,湖南省
U20251000539,玉梅,淘宝,female,新疆维吾尔自治区
U20251000540,建军,淘宝,female,山东省
U20251000541,红霞,抖音,male,江西省
U20251000542,颖,微信,male,河南省
U20251000543,玉华,淘宝,female,澳门特别行政区
U20251000544,玉英,淘宝,female,河北省
U20251000545,英,微信,female,河北省
U20251000546,洁,抖音,female,湖北省
U20251000547,帅,淘宝,female,天津市
U20251000548,莉,微信,female,北京市
U20251000549,芳,抖音,male,新疆维吾尔自治区
U20251000550,敏,抖音,female,宁夏回族自治区
U20251000551,淑英,淘宝,male,湖南省
U20251000552,玉,淘宝,male,四川省
U20251000553,军,抖音,female,浙江省
U20251000554,小红,抖音,male,山东省
U20251000555,婷,淘宝,female,新疆维吾尔自治区
U20251000556,桂荣,淘宝,male,福建省
U20251000557,鹏,淘宝,male,云南省
U20251000558,娟,淘宝,male,福建省
U20251000559,桂荣,微信,male,青海省
U20251000560,丹,淘宝,male,黑龙江省
U20251000561,秀兰,淘宝,female,吉林省
U20251000562,建平,抖音,female,四川省
U20251000563,华,微信,male,上海市
U20251000564,桂兰,抖音,male,宁夏回族自治区
U20251000565,小红,微信,male,广东省
U20251000566,华,抖音,male,北京市
U20251000567,丹丹,微信,female,山西省
U20251000568,辉,抖音,male,香港特别行政区
U20251000569,静,淘宝,female,福建省
U20251000570,磊,微信,female,海南省
U20251000571,峰,淘宝,female,青海省
U20251000572,秀云,微信,female,山东省
U20251000573,红梅,微信,male,河北省
U20251000574,静,抖音,female,新疆维吾尔自治区
U20251000575,静,微信,male,河北省
U20251000576,岩,淘宝,female,北京市
U20251000577,文,抖音,male,吉林省
U20251000578,慧,微信,male,山东省
U20251000579,欣,微信,female,上海市
U20251000580,健,淘宝,male,青海省
U20251000581,娟,淘宝,male,天津市
U20251000582,利,微信,male,北京市
U20251000583,红,抖音,female,福建省
U20251000584,勇,抖音,male,黑龙江省
U20251000585,淑华,抖音,male,山西省
U20251000586,桂英,微信,female,江西省
U20251000587,凤兰,微信,female,贵州省
U20251000588,金凤,微信,male,重庆市
U20251000589,玉珍,淘宝,female,西藏自治区
U20251000590,玉梅,微信,female,四川省
U20251000591,秀珍,淘宝,male,澳门特别行政区
U20251000592,红,抖音,female,内蒙古自治区
U20251000593,霞,微信,female,湖南省
U20251000594,淑珍,淘宝,male,新疆维吾尔自治区
U20251000595,春梅,抖音,female,香港特别行政区
U20251000596,瑜,抖音,male,天津市
U20251000597,波,抖音,male,山西省
U20251000598,玉梅,微信,female,湖南省
U20251000599,丽丽,微信,female,天津市
U20251000600,丹丹,淘宝,male,安徽省
U20251000601,桂兰,淘宝,male,重庆市
U20251000602,建军,微信,male,湖南省
U20251000603,峰,微信,male,香港特别行政区
U20251000604,丹丹,淘宝,male,海南省
U20251000605,军,抖音,male,澳门特别行政区
U20251000606,玉兰,微信,female,四川省
U20251000607,亮,淘宝,male,西藏自治区
U20251000608,丹,淘宝,female,河北省
U20251000609,建平,微信,male,黑龙江省
U20251000610,琳,淘宝,male,北京市
U20251000611,林,抖音,female,内蒙古自治区
U20251000612,帆,淘宝,male,黑龙江省
U20251000613,飞,淘宝,female,重庆市
U20251000614,丽,抖音,female,澳门特别行政区
U20251000615,丽丽,抖音,male,吉林省
U20251000616,利,淘宝,male,海南省
U20251000617,慧,微信,male,北京市
U20251000618,娟,淘宝,male,黑龙江省
U20251000619,帆,抖音,female,天津市
U20251000620,明,抖音,female,贵州省
U20251000621,勇,微信,male,北京市
U20251000622,旭,抖音,male,福建省
U20251000623,平,微信,male,宁夏回族自治区
U20251000624,静,淘宝,male,山西省
U20251000625,丽华,淘宝,male,重庆市
U20251000626,东,微信,male,上海市
U20251000627,璐,抖音,male,澳门特别行政区
U20251000628,想,微信,male,甘肃省
U20251000629,婷,抖音,female,西藏自治区
U20251000630,慧,微信,female,海南省
U20251000631,玲,抖音,male,海南省
U20251000632,丹,微信,male,云南省
U20251000633,辉,微信,female,新疆维吾尔自治区
U20251000634,超,淘宝,male,河北省
U20251000635,秀华,微信,male,广西壮族自治区
U20251000636,超,抖音,male,西藏自治区
U20251000637,玉梅,微信,male,北京市
U20251000638,倩,抖音,male,贵州省
U20251000639,雪,抖音,male,云南省
U20251000640,小红,微信,female,浙江省
U20251000641,健,抖音,male,重庆市
U20251000642,玉,淘宝,female,河北省
U20251000643,瑞,淘宝,female,内蒙古自治区
U20251000644,红梅,淘宝,male,辽宁省
U20251000645,春梅,微信,male,山东省
U20251000646,秀芳,抖音,male,香港特别行政区
U20251000647,雪梅,淘宝,male,澳门特别行政区
U20251000648,帅,淘宝,male,四川省
U20251000649,刚,微信,female,重庆市
U20251000650,宁,微信,female,浙江省
U20251000651,娟,抖音,female,河南省
U20251000652,桂英,抖音,female,西藏自治区
U20251000653,明,淘宝,female,香港特别行政区
U20251000654,淑英,抖音,male,北京市
U20251000655,金凤,微信,female,四川省
U20251000656,凤兰,抖音,male,台湾省
U20251000657,斌,淘宝,male,重庆市
U20251000658,玉英,淘宝,male,内蒙古自治区
U20251000659,秀华,抖音,female,陕西省
U20251000660,飞,微信,female,广西壮族自治区
U20251000661,勇,抖音,female,西藏自治区
U20251000662,敏,微信,female,青海省
U20251000663,伟,微信,female,甘肃省
U20251000664,刚,抖音,female,青海省
U20251000665,小红,抖音,male,湖南省
U20251000666,桂香,微信,female,广东省
U20251000667,梅,抖音,male,陕西省
U20251000668,建华,微信,male,河南省
U20251000669,娜,淘宝,female,北京市
U20251000670,娟,淘宝,male,台湾省
U20251000671,斌,淘宝,male,福建省
U20251000672,雪梅,微信,male,香港特别行政区
U20251000673,婷,淘宝,female,安徽省
U20251000674,健,抖音,female,北京市
U20251000675,艳,淘宝,male,四川省
U20251000676,梅,微信,female,甘肃省
U20251000677,晶,淘宝,male,台湾省
U20251000678,玉珍,抖音,female,福建省
U20251000679,红梅,淘宝,male,江西省
U20251000680,彬,微信,male,山东省
U20251000681,颖,微信,male,湖北省
U20251000682,婷,抖音,female,山东省
U20251000683,桂荣,抖音,male,江苏省
U20251000684,帅,淘宝,male,西藏自治区
U20251000685,辉,淘宝,female,宁夏回族自治区
U20251000686,红梅,抖音,male,香港特别行政区
U20251000687,淑华,抖音,male,江苏省
U20251000688,燕,抖音,male,陕西省
U20251000689,杰,抖音,female,新疆维吾尔自治区
U20251000690,红梅,抖音,female,辽宁省
U20251000691,玲,淘宝,male,贵州省
U20251000692,莉,微信,male,黑龙江省
U20251000693,玉英,抖音,female,天津市
U20251000694,英,微信,male,安徽省
U20251000695,淑华,抖音,female,四川省
U20251000696,桂兰,淘宝,male,新疆维吾尔自治区
U20251000697,秀云,微信,female,海南省
U20251000698,伟,抖音,female,贵州省
U20251000699,金凤,微信,male,陕西省
U20251000700,玉梅,抖音,male,广西壮族自治区
U20251000701,海燕,淘宝,male,香港特别行政区
U20251000702,秀英,淘宝,female,福建省
U20251000703,静,微信,female,云南省
U20251000704,娟,抖音,male,北京市
U20251000705,玉英,淘宝,female,青海省
U20251000706,丹丹,微信,female,河南省
U20251000707,红霞,微信,male,宁夏回族自治区
U20251000708,玉华,抖音,male,青海省
U20251000709,桂花,微信,female,江西省
U20251000710,洁,抖音,male,重庆市
U20251000711,淑英,抖音,male,贵州省
U20251000712,建平,微信,male,陕西省
U20251000713,明,淘宝,male,吉林省
U20251000714,瑞,淘宝,male,山西省
U20251000715,明,抖音,male,湖南省
U20251000716,成,微信,male,安徽省
U20251000717,淑英,微信,male,福建省
U20251000718,勇,抖音,male,宁夏回族自治区
U20251000719,文,微信,male,重庆市
U20251000720,桂香,微信,female,广东省
U20251000721,飞,微信,male,贵州省
U20251000722,佳,微信,female,云南省
U20251000723,萍,淘宝,male,天津市
U20251000724,涛,微信,male,山西省
U20251000725,琴,淘宝,female,贵州省
U20251000726,红梅,抖音,male,香港特别行政区
U20251000727,平,微信,male,云南省
U20251000728,萍,淘宝,male,西藏自治区
U20251000729,桂芳,微信,male,山西省
U20251000730,秀兰,微信,female,山东省
U20251000731,桂英,淘宝,female,江西省
U20251000732,淑兰,微信,male,辽宁省
U20251000733,俊,淘宝,female,台湾省
U20251000734,宁,微信,male,福建省
U20251000735,辉,微信,female,台湾省
U20251000736,晨,微信,female,西藏自治区
U20251000737,建平,淘宝,female,甘肃省
U20251000738,飞,抖音,male,湖北省
U20251000739,桂珍,微信,male,山东省
U20251000740,丽,微信,female,重庆市
U20251000741,海燕,淘宝,male,湖北省
U20251000742,洋,淘宝,female,新疆维吾尔自治区
U20251000743,秀珍,微信,female,山东省
U20251000744,峰,微信,male,四川省
U20251000745,建,微信,male,黑龙江省
U20251000746,颖,抖音,female,吉林省
U20251000747,玉英,抖音,male,天津市
U20251000748,玉梅,微信,male,云南省
U20251000749,俊,淘宝,female,山东省
U20251000750,兵,淘宝,female,福建省
U20251000751,桂芳,抖音,male,北京市
U20251000752,燕,淘宝,female,内蒙古自治区
U20251000753,丽华,淘宝,female,海南省
U20251000754,晨,抖音,male,甘肃省
U20251000755,凯,淘宝,female,广东省
U20251000756,雪,微信,female,广东省
U20251000757,娜,微信,female,陕西省
U20251000758,秀兰,抖音,female,广西壮族自治区
U20251000759,雪,抖音,male,辽宁省
U20251000760,桂兰,淘宝,female,湖北省
U20251000761,春梅,微信,female,北京市
U20251000762,秀云,微信,female,湖北省
U20251000763,凯,淘宝,female,广西壮族自治区
U20251000764,敏,淘宝,female,江西省
U20251000765,建军,微信,female,香港特别行政区
U20251000766,玉,微信,female,香港特别行政区
U20251000767,兰英,淘宝,female,甘肃省
U20251000768,楠,淘宝,male,天津市
U20251000769,鹏,淘宝,female,江苏省
U20251000770,亮,抖音,female,香港特别行政区
U20251000771,瑜,抖音,female,山东省
U20251000772,岩,淘宝,female,辽宁省
U20251000773,秀云,抖音,female,四川省
U20251000774,秀荣,微信,female,浙江省
U20251000775,小红,淘宝,female,江西省
U20251000776,丹丹,淘宝,male,江西省
U20251000777,秀华,抖音,male,河北省
U20251000778,红霞,抖音,female,内蒙古自治区
U20251000779,兰英,淘宝,female,江苏省
U20251000780,建,抖音,female,辽宁省
U20251000781,桂兰,淘宝,female,广东省
U20251000782,婷婷,微信,female,江西省
U20251000783,成,微信,female,北京市
U20251000784,阳,淘宝,female,北京市
U20251000785,秀荣,淘宝,male,天津市
U20251000786,伟,淘宝,male,北京市
U20251000787,军,抖音,female,辽宁省
U20251000788,利,抖音,male,重庆市
U20251000789,莹,抖音,female,重庆市
U20251000790,龙,微信,female,黑龙江省
U20251000791,淑英,淘宝,male,山东省
U20251000792,晨,微信,male,西藏自治区
U20251000793,亮,微信,male,内蒙古自治区
U20251000794,丽华,抖音,male,北京市
U20251000795,秀华,淘宝,male,四川省
U20251000796,亮,抖音,male,江苏省
U20251000797,桂花,微信,female,台湾省
U20251000798,凤英,微信,female,甘肃省
U20251000799,欣,抖音,female,广西壮族自治区
U20251000800,敏,微信,female,江西省
U20251000801,霞,淘宝,female,海南省
U20251000802,洋,抖音,male,湖北省
U20251000803,丽华,抖音,female,江苏省
U20251000804,利,淘宝,male,河北省
U20251000805,淑华,抖音,male,辽宁省
U20251000806,婷婷,微信,female,云南省
U20251000807,东,抖音,female,江苏省
U20251000808,利,淘宝,male,广西壮族自治区
U20251000809,兰英,淘宝,female,湖南省
U20251000810,丹丹,微信,female,江苏省
U20251000811,英,微信,female,上海市
U20251000812,桂香,抖音,female,安徽省
U20251000813,超,淘宝,male,山西省
U20251000814,杰,微信,male,内蒙古自治区
U20251000815,博,微信,male,广西壮族自治区
U20251000816,利,抖音,female,西藏自治区
U20251000817,凤兰,抖音,male,西藏自治区
U20251000818,晶,淘宝,female,广东省
U20251000819,欢,抖音,male,青海省
U20251000820,飞,微信,female,山西省
U20251000821,桂荣,淘宝,female,山西省
U20251000822,凯,抖音,female,辽宁省
U20251000823,秀英,抖音,male,河南省
U20251000824,玉英,淘宝,female,山西省
U20251000825,桂珍,微信,female,上海市
U20251000826,玉英,抖音,female,吉林省
U20251000827,文,微信,male,青海省
U20251000828,丽丽,淘宝,female,黑龙江省
U20251000829,健,淘宝,female,广东省
U20251000830,平,淘宝,male,台湾省
U20251000831,秀英,抖音,female,香港特别行政区
U20251000832,海燕,微信,female,甘肃省
U20251000833,欣,淘宝,male,湖北省
U20251000834,利,抖音,female,云南省
U20251000835,超,微信,female,江西省
U20251000836,荣,淘宝,male,甘肃省
U20251000837,璐,微信,female,内蒙古自治区
U20251000838,慧,抖音,male,江西省
U20251000839,娜,淘宝,male,云南省
U20251000840,建国,微信,female,天津市
U20251000841,英,淘宝,male,上海市
U20251000842,波,抖音,male,北京市
U20251000843,波,淘宝,female,内蒙古自治区
U20251000844,斌,微信,female,贵州省
U20251000845,桂芳,淘宝,male,湖南省
U20251000846,鑫,淘宝,female,浙江省
U20251000847,洋,淘宝,male,西藏自治区
U20251000848,秀兰,淘宝,male,吉林省
U20251000849,刚,微信,female,天津市
U20251000850,丹丹,微信,female,黑龙江省
U20251000851,利,淘宝,female,海南省
U20251000852,楠,微信,male,上海市
U20251000853,瑞,淘宝,male,广东省
U20251000854,兰英,微信,female,安徽省
U20251000855,亮,淘宝,male,澳门特别行政区
U20251000856,建,淘宝,female,辽宁省
U20251000857,琳,淘宝,male,四川省
U20251000858,文,抖音,female,江苏省
U20251000859,强,微信,male,湖南省
U20251000860,建平,淘宝,male,上海市
U20251000861,涛,淘宝,female,河南省
U20251000862,桂兰,淘宝,female,山东省
U20251000863,彬,微信,female,陕西省
U20251000864,颖,抖音,female,台湾省
U20251000865,伟,微信,female,重庆市
U20251000866,玉兰,淘宝,female,天津市
U20251000867,杰,微信,female,西藏自治区
U20251000868,秀荣,淘宝,female,浙江省
U20251000869,玉梅,抖音,female,黑龙江省
U20251000870,斌,抖音,male,贵州省
U20251000871,燕,淘宝,male,新疆维吾尔自治区
U20251000872,桂芳,淘宝,male,湖北省
U20251000873,文,淘宝,female,海南省
U20251000874,梅,抖音,male,贵州省
U20251000875,洋,抖音,male,重庆市
U20251000876,萍,淘宝,male,西藏自治区
U20251000877,丽娟,抖音,female,天津市
U20251000878,丽丽,淘宝,male,山西省
U20251000879,兰英,微信,female,浙江省
U20251000880,小红,微信,female,香港特别行政区
U20251000881,帆,淘宝,female,陕西省
U20251000882,勇,抖音,male,上海市
U20251000883,文,微信,male,天津市
U20251000884,坤,抖音,male,河南省
U20251000885,帆,淘宝,female,河南省
U20251000886,阳,微信,male,黑龙江省
U20251000887,莹,抖音,female,安徽省
U20251000888,鑫,淘宝,female,浙江省
U20251000889,欣,淘宝,male,重庆市
U20251000890,荣,抖音,female,辽宁省
U20251000891,宁,淘宝,male,天津市
U20251000892,桂荣,微信,male,浙江省
U20251000893,建平,抖音,female,海南省
U20251000894,莹,抖音,female,湖北省
U20251000895,洁,微信,male,湖北省
U20251000896,浩,抖音,male,湖北省
U20251000897,岩,抖音,male,安徽省
U20251000898,鹏,微信,male,天津市
U20251000899,凯,抖音,male,澳门特别行政区
U20251000900,柳,抖音,female,湖北省
U20251000901,桂英,淘宝,female,安徽省
U20251000902,桂荣,微信,male,海南省
U20251000903,丽,微信,male,内蒙古自治区
U20251000904,莉,抖音,male,新疆维吾尔自治区
U20251000905,淑英,淘宝,male,山东省
U20251000906,杨,抖音,female,香港特别行政区
U20251000907,秀芳,微信,male,贵州省
U20251000908,勇,淘宝,female,安徽省
U20251000909,颖,淘宝,male,湖北省
U20251000910,建平,淘宝,male,香港特别行政区
U20251000911,娟,淘宝,female,北京市
U20251000912,柳,淘宝,male,浙江省
U20251000913,云,淘宝,male,甘肃省
U20251000914,霞,微信,male,重庆市
U20251000915,健,淘宝,male,河南省
U20251000916,杨,抖音,male,北京市
U20251000917,秀珍,抖音,female,湖南省
U20251000918,雷,淘宝,male,广西壮族自治区
U20251000919,洋,淘宝,male,湖南省
U20251000920,明,淘宝,male,上海市
U20251000921,英,淘宝,female,内蒙古自治区
U20251000922,平,淘宝,female,台湾省
U20251000923,彬,微信,male,海南省
U20251000924,桂英,微信,female,台湾省
U20251000925,荣,微信,male,海南省
U20251000926,颖,微信,female,天津市
U20251000927,秀兰,抖音,female,山东省
U20251000928,春梅,淘宝,female,湖北省
U20251000929,凤英,抖音,male,台湾省
U20251000930,建平,微信,female,青海省
U20251000931,玉兰,抖音,male,河北省
U20251000932,杰,微信,female,广西壮族自治区
U20251000933,英,微信,female,山西省
U20251000934,勇,抖音,female,湖南省
U20251000935,宁,淘宝,female,北京市
U20251000936,淑兰,微信,female,吉林省
U20251000937,梅,抖音,female,黑龙江省
U20251000938,冬梅,抖音,female,湖南省
U20251000939,芳,微信,male,宁夏回族自治区
U20251000940,瑜,抖音,female,黑龙江省
U20251000941,芳,抖音,male,广西壮族自治区
U20251000942,欢,抖音,male,宁夏回族自治区
U20251000943,桂芳,微信,female,安徽省
U20251000944,鑫,淘宝,male,西藏自治区
U20251000945,梅,微信,male,吉林省
U20251000946,璐,微信,male,广西壮族自治区
U20251000947,辉,抖音,female,湖南省
U20251000948,欢,微信,male,浙江省
U20251000949,杨,淘宝,male,四川省
U20251000950,秀兰,微信,female,山东省
U20251000951,芳,淘宝,female,河南省
U20251000952,强,微信,male,四川省
U20251000953,琴,淘宝,male,四川省
U20251000954,刚,抖音,male,西藏自治区
U20251000955,凤兰,抖音,female,台湾省
U20251000956,荣,淘宝,male,天津市
U20251000957,桂香,淘宝,female,甘肃省
U20251000958,杰,抖音,female,海南省
U20251000959,桂花,淘宝,male,山西省
U20251000960,丽华,淘宝,male,河南省
U20251000961,杨,抖音,female,四川省
U20251000962,建,淘宝,male,山西省
U20251000963,颖,淘宝,male,江苏省
U20251000964,丽丽,抖音,female,福建省
U20251000965,红,微信,female,甘肃省
U20251000966,梅,微信,female,江西省
U20251000967,峰,淘宝,female,贵州省
U20251000968,雪,微信,female,山东省
U20251000969,浩,微信,male,内蒙古自治区
U20251000970,帅,淘宝,female,江苏省
U20251000971,红霞,淘宝,male,四川省
U20251000972,杨,淘宝,male,山西省
U20251000973,龙,微信,female,重庆市
U20251000974,平,抖音,female,河南省
U20251000975,旭,抖音,female,河北省
U20251000976,云,抖音,male,广东省
U20251000977,冬梅,淘宝,female,青海省
U20251000978,英,抖音,male,北京市
U20251000979,建华,淘宝,male,广西壮族自治区
U20251000980,波,微信,female,山西省
U20251000981,秀荣,抖音,male,云南省
U20251000982,琳,微信,male,江西省
U20251000983,飞,淘宝,male,台湾省
U20251000984,鹏,抖音,female,河南省
U20251000985,琴,淘宝,male,吉林省
U20251000986,艳,淘宝,female,陕西省
U20251000987,欣,淘宝,female,台湾省
U20251000988,秀芳,微信,male,湖北省
U20251000989,斌,淘宝,male,湖南省
U20251000990,瑞,淘宝,female,安徽省
U20251000991,红梅,淘宝,male,河南省
U20251000992,林,微信,male,江西省
U20251000993,秀荣,微信,female,福建省
U20251000994,红,抖音,female,天津市
U20251000995,春梅,淘宝,male,陕西省
U20251000996,想,微信,male,陕西省
U20251000997,柳,微信,male,香港特别行政区
U20251000998,丽娟,抖音,female,北京市
U20251000999,建国,抖音,female,吉林省
